"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.weight","p.GS.weight","MM.magenta","p.MM.magenta","MM.purple","p.MM.purple","MM.midnightblue","p.MM.midnightblue","MM.green","p.MM.green","MM.black","p.MM.black","MM.turquoise","p.MM.turquoise","MM.cyan","p.MM.cyan","MM.blue","p.MM.blue","MM.grey60","p.MM.grey60","MM.lightcyan","p.MM.lightcyan","MM.royalblue","p.MM.royalblue","MM.grey","p.MM.grey","MM.darkgreen","p.MM.darkgreen","MM.pink","p.MM.pink","MM.salmon","p.MM.salmon","MM.greenyellow","p.MM.greenyellow","MM.lightgreen","p.MM.lightgreen","MM.darkred","p.MM.darkred","MM.brown","p.MM.brown"
"MMT00038986","MMT00038986",NA,NA,"black",0.180681757430591,0.0366920254290063,0.208464028661597,0.0156423132619822,0.270239325725684,0.00158904877911689,0.0538375577798513,0.536691078742441,0.216149463938093,0.0121280594879891,-0.531601979321858,3.86894489832286e-11,-0.158408252116496,0.0675361703646364,0.267879550509432,0.00175237795602916,0.406313815909773,1.10933768627193e-06,-0.288157846554011,0.000734601877195156,-0.0575980463192731,0.508581407028951,-0.461872090463313,1.93882136417447e-08,0.109500631390898,0.207858040960606,-0.0105554605580853,0.903653872682761,0.0336340929763807,0.699641569268795,0.0330515108570534,0.704600179596235,0.0100562909377639,0.908189670302081,-0.00785876004942842,0.928191196321915,-0.0905193764616832,0.298266578357029,-0.392843269765501,2.66539414490589e-06
"MMT00081874","MMT00081874",NA,NA,"black",-0.179213768456097,0.0382729965348573,-0.121239228458752,0.16288005813997,-0.24368430878155,0.00454933575922637,-0.233733187174463,0.00656649591646097,-0.116724062303996,0.179234425659808,0.68084768507375,1.42182492697649e-19,0.105591520888071,0.224649752086487,-0.213385294063093,0.013302988258419,-0.297611124646462,0.000478878915752091,0.131244532174736,0.130641202545457,-0.0627901652765148,0.471062872830673,0.246289976864058,0.00412256528919568,0.0545701598140967,0.531154889882166,0.0183469606986317,0.833348151392293,0.0359173325704547,0.680331401729441,-0.121191262793187,0.163047738821478,0.0143271155532594,0.869492614488819,0.00851620314620068,0.922201990071328,-0.0650492772345319,0.4552225654448,0.239292228505284,0.00535885730686835
"MMT00043731","MMT00043731","Pkd1l3",244646,"black",-0.178864686657813,0.0386572569165385,-0.127821852254873,0.141067565278093,-0.250582423360372,0.00349732711096467,-0.263183458941641,0.00212359303608564,-0.0946107408512984,0.276869266030167,0.752680653267827,1.00274886953265e-25,0.344119481983577,4.67704831847936e-05,-0.412677782676844,7.23321537129906e-07,-0.366091152403057,1.36072977801309e-05,0.0922844765745704,0.288905007490044,-0.179272575667774,0.0382085800568768,0.397866317230504,1.93086303120848e-06,0.177375055100983,0.0403336200270797,-0.119725517033816,0.168234015674526,-0.124215542552695,0.152725026749071,-0.12798739601866,0.140549146332752,-0.202947753894178,0.0186823254811903,0.100755795521571,0.246718751453069,-0.0133970805614031,0.877896436417424,0.385695493140425,4.17901190307682e-06
"MMT00068490","MMT00068490","Fgf6",14177,"black",-0.17862061966698,0.0389278404417166,-0.166071094255577,0.0551439312986947,-0.231949030254455,0.00700240477291003,-0.300568249703803,0.000417624318792207,-0.0195245057491394,0.822822348978226,0.867387504454174,7.82715898246539e-42,0.32104668533346,0.000155453500498818,-0.534627596329974,2.8579996809909e-11,-0.643659185796443,4.94777826477325e-17,0.223629096615765,0.00939261312104066,-0.0677808844438217,0.436471670663856,0.621056250240912,1.18928982951504e-15,-0.0783881672780197,0.367963932036449,0.0579568313550618,0.505939937658998,0.00408027974398577,0.96268032875262,-0.144095252749003,0.0966980522409792,-0.240124123264646,0.00519631339221072,0.0137271392614766,0.874912409369926,0.0365812080293521,0.67475476308002,0.529466848195888,4.78223378531449e-11
"MMT00039939","MMT00039939",NA,NA,"black",-0.176848341633183,0.0409407584534945,-0.234551272867437,0.00637481412698987,-0.307953927704539,0.000294823301790013,-0.31290442788867,0.000232253000330298,-0.209730780641784,0.0150083062239996,0.730899505011957,1.18710732480968e-23,0.159112216393563,0.0663106306931131,-0.152353376697033,0.0788548883637549,-0.266395392923559,0.00186277059461911,0.241406143720938,0.00495443347479692,-0.0391649595618006,0.65322088224677,0.24951720150644,0.00364396593298287,0.285044509396222,0.000843082445335874,0.141217439791786,0.103617753373176,-0.0667456570460417,0.443525597685967,-0.0965245716465303,0.267224242676496,0.0108990443351298,0.900533630829739,0.0321163630087409,0.712585564248384,0.0876595971810946,0.313854589312228,0.314238627700773,0.000217635551790448
"MMT00016096","MMT00016096","Olfr957",258740,"black",-0.175535338296846,0.0424876492824779,-0.174496397934587,0.043746022149547,-0.230785942284743,0.00730022639879347,-0.236297115004542,0.00598231258682174,-0.0982345611344326,0.258801927865558,0.65906084111243,4.84582751738952e-18,0.134024538343077,0.122616122887344,-0.163847725710451,0.058529577083467,-0.239612409632464,0.00529576744513103,0.17947246128153,0.0379903094333111,-0.0615136898309979,0.480144393948274,0.199907697276134,0.020566660986139,0.21289229614986,0.0135226797580895,0.32933012287367,0.000102111069049952,-0.0275173096965474,0.752297469207514,-0.185880926522026,0.0315278922525348,-0.00520708635835093,0.952384953455199,-0.0183060639180219,0.83371426086322,0.00168806452175273,0.984555753061384,0.2697358437676,0.00162268646812087
"MMT00012544","MMT00012544","4933414G08",329972,"black",-0.170026270519083,0.0495205299095481,-0.195555333656849,0.023548425840572,-0.257206549146378,0.00269864132575712,-0.321681559745333,0.000150589841875879,-0.119541119974421,0.168895044395221,0.638538366803398,1.04063209299282e-16,0.0473584691622542,0.586866172440925,-0.148191865352772,0.0874839347797356,-0.334652367133468,7.74483994385693e-05,0.170138232472427,0.0493685385383052,0.0115043479270138,0.895040315212267,0.175353944731286,0.0427051479274285,0.199281678422454,0.0209744056761303,0.0782092560016197,0.369061535481933,0.0821281911385726,0.345481122032851,-0.0864957792238861,0.320347295002003,0.0548847887946259,0.528786096306981,-0.0445927510983836,0.608919116760247,-0.0416706097311108,0.632606966746825,0.205270621123378,0.017344966981385
"MMT00040956","MMT00040956","4932409F11Rik",75725,"black",-0.168372066571054,0.0518117365267838,-0.21166773368192,0.014082136739587,-0.264708966162493,0.00199584662947785,-0.305554857484916,0.000330460404809285,-0.160497352119985,0.0639521123794833,0.702128854118491,3.33057003072942e-21,0.41824936657041,4.93803597486747e-07,-0.315238913297773,0.000207241647627873,-0.181090023350862,0.0362622405655642,0.426458989729342,2.77834458574928e-07,-0.233594695960614,0.00659944744848705,0.578355343840154,2.51419514616792e-13,0.0110954897061628,0.898750299734042,-0.0421979551080445,0.628303534684481,-0.381554971537321,5.3968016674094e-06,-0.0517650637247426,0.552506440975054,-0.086656135724489,0.319447578852233,-0.0342773280648529,0.694181392528705,0.0445767693203069,0.609047603954685,0.735653805827382,4.35951203215118e-24
"MMT00007967","MMT00007967","Cacnb1",12295,"black",-0.168203684294113,0.0520497983278889,-0.175867392173656,0.0420919018693095,-0.160811710491848,0.0634264922327815,-0.253810638838872,0.00308478661040924,0.00824958140730456,0.92463036692944,0.792235318579202,4.20610193130037e-30,0.321755259306415,0.000150034510019177,-0.479102749265176,4.73860857137288e-09,-0.543205004103483,1.19125471881371e-11,0.219687972989269,0.0107573229169645,-0.10115501280826,0.244841914595518,0.582919729530802,1.47203573370273e-13,-0.0211213639809417,0.808598945515601,0.0348513685393375,0.68932178705437,-0.0542794508523414,0.533348312543975,-0.0453733432780794,0.602658042973899,-0.172588661982818,0.0461377199855428,-0.00921188139900145,0.915869219974585,0.0252210870096627,0.772377837678028,0.519089717367118,1.31200256519064e-10
"MMT00082829","MMT00082829","Olfr702",258590,"black",-0.167606833778217,0.0529009321539391,-0.205155134930537,0.017409440705783,-0.201781670501395,0.0193866726497371,-0.22251201374667,0.00976300247294113,-0.0582132892140619,0.504056211231845,0.805377590092302,8.98072559060034e-32,0.290241697180333,0.000669319528681386,-0.516038941034183,1.75388665872501e-10,-0.617807282887747,1.83942285047329e-15,0.124620686393173,0.151380364385397,-0.0462629852540244,0.595557450877703,0.56222724633085,1.56206482793737e-12,0.0479071098871158,0.582535347114466,0.0998128675734621,0.251191221546837,0.0746192867125424,0.391509171538934,-0.135513727428766,0.118476790337477,-0.258948914946112,0.00251797035632862,0.0514426509498351,0.554986964201494,0.0257483592241422,0.767752975177602,0.401853519661405,1.48926126269931e-06
"MMT00002227","MMT00002227","4921506M07Rik",70846,"black",-0.167498653244936,0.0530564262764052,-0.147231878859789,0.0895777053186291,-0.298401759662585,0.000461737471182853,-0.244237335948915,0.00445558567763306,-0.0992042818078468,0.254107370455387,0.646678447683624,3.17067897847668e-17,0.444147350410041,7.63269522421631e-08,-0.257380570614779,0.00268008422170201,-0.154290104158159,0.0750794317416268,0.246451698971885,0.00409730154526266,-0.132962442701803,0.125635918900148,0.397325051759828,1.9996267465713e-06,-0.0996421137404253,0.252007079514409,0.0561846457911489,0.519056350054468,-0.37503484542555,8.01656755774958e-06,-0.137549583120878,0.112994236166685,-0.246390400300063,0.00410686104855438,-0.0138387126428008,0.87390408119769,-0.158162401323264,0.0679684909231196,0.512257746939075,2.50339355180078e-10
"MMT00042243","MMT00042243","Dfy",13349,"black",-0.167220267159209,0.0534583030322489,-0.171359711738772,0.0477353432168247,-0.211814167839594,0.0140141904206725,-0.251683825446949,0.00335131027930049,-0.135894318370671,0.117436484433681,0.621620049050335,1.10204081881336e-15,0.334673803848255,7.73614182744617e-05,-0.3989740708443,1.79706862061101e-06,-0.317646023315852,0.000184088863077909,-0.000421470275911442,0.996143709100057,-0.2079446375656,0.0159089256482375,0.3548483615195,2.58871597663779e-05,0.11592488515189,0.182250635015772,0.185912348039449,0.0314986610437697,-0.109882875954669,0.206265740301494,-0.105360101219959,0.225673025005323,-0.204415510760609,0.0178273051131973,0.0500958473520766,0.565406560612517,-0.0781539261268138,0.369401386044596,0.286209770411648,0.000800867871636195
"MMT00062961","MMT00062961","9130430E04",328222,"black",-0.166910187886312,0.0539088870955025,-0.151941955584482,0.0796762522375097,-0.261065674081469,0.00231323072055378,-0.245319068227084,0.00427719704593156,-0.117927788428978,0.174760889491716,0.665066032345913,1.88691833649169e-18,0.545880235799999,9.02100870431947e-12,-0.468647374493546,1.12450604785115e-08,-0.256739403508894,0.00274903163062996,0.0825743216325064,0.342858281698759,-0.285744277782841,0.000817493337996377,0.521924242367914,9.9925987937825e-11,0.0978757468953284,0.260553964119916,-0.0392975718780725,0.652123121709647,-0.329279312180885,0.000102378429133812,-0.252192006385305,0.00328580803801531,-0.369191110794405,1.13474361862147e-05,-0.000458218513542745,0.995807479797983,-0.144736809596435,0.0952063968562965,0.478549077720043,4.96412734000246e-09
"MMT00075276","MMT00075276","Ddx25",30959,"black",-0.165283433713408,0.0563243981856664,-0.186353609765347,0.0310905798918762,-0.238378708399153,0.00554256526118159,-0.248740426291779,0.00375435712624998,-0.0361933338851999,0.678010834704154,0.824418184806543,1.96348525214675e-34,0.57148467090449,5.54151894203252e-13,-0.599838460667979,1.87829710624798e-14,-0.413290937169789,6.93798693279676e-07,0.323695897983834,0.000136079693346742,-0.279499909941454,0.00107331457351426,0.760242585499086,1.69935582759673e-26,-0.173727179345492,0.0446976236241319,-0.0261273119802677,0.764434098458517,-0.348586250783624,3.66565142173805e-05,-0.0865469111484873,0.32006023019146,-0.339608774055043,5.95961355406219e-05,0.0337262753383051,0.698858117466338,-0.0482735045920586,0.579651362352851,0.790324847363829,7.18951174894048e-30
"MMT00062628","MMT00062628","9130227C08Rik",219094,"black",-0.164414470997107,0.0576507605543223,-0.212187733251158,0.013842148055074,-0.21304457867525,0.0134544832569034,-0.281629255445476,0.000978836684073898,-0.0927552120160446,0.286441793868622,0.854722302637206,2.08619886510506e-39,0.265444455716539,0.00193678308722747,-0.412205304724494,7.46883077681302e-07,-0.518545260197694,1.38205363819496e-10,0.212922576394728,0.0135090953937286,-0.0620272661741428,0.476479239320929,0.486165362381291,2.59960546725428e-09,0.251448353366608,0.00338205820822773,0.132387582645881,0.127294108759626,0.00340109145465164,0.968888999193985,-0.157206859196506,0.069670194329016,-0.131197871216833,0.130779255885257,0.0242415975013136,0.780990370306072,-0.010176996341187,0.907092581241674,0.442902082658171,8.3797660726729e-08
"MMT00019641","MMT00019641","Phka1",18679,"black",-0.164298234994532,0.0578301109739269,-0.158925742425689,0.0666334884114319,-0.240736452954042,0.00507949901631057,-0.227288805397849,0.00826449688466541,-0.13108660503626,0.131108904720633,0.590733796614649,5.7731160037238e-14,0.152118239561852,0.0793234798257535,-0.135293461169464,0.119082120795105,-0.159499737909122,0.065643757241601,0.208033855640784,0.0158628494148051,-0.0592688927859101,0.496341310183749,0.216173611251576,0.0121182095708931,0.198595486583087,0.0214293243911994,-0.152545579516081,0.0784735141096652,-0.108901783148816,0.210370324895076,0.00442435011817474,0.959535905057021,0.0232213143125198,0.789989910939909,0.0237848897035316,0.785015314369552,-0.0183315199298836,0.833486373523705,0.297472756351275,0.000481938475439578
"MMT00039567","MMT00039567","C730021L23",243385,"black",-0.161363437669568,0.062512515905756,-0.0773715268151615,0.37422765633324,-0.212745712668582,0.0135886090531899,-0.261376476275992,0.00228447248506858,-0.0750323451088619,0.388885439279672,0.77402476963089,5.61419089845551e-28,0.341805095680896,5.29875730557701e-05,-0.290047258322959,0.000675177253429008,-0.324320420838946,0.0001318524746837,0.519557874800072,1.25452191540992e-10,-0.122726198235402,0.15774539839482,0.574187168196504,4.06981325938096e-13,-0.0969498386166251,0.265112448142431,0.0479523630037105,0.582178790309702,-0.321104264760069,0.000155006441092039,0.0160475564804017,0.853985693809816,-0.0666312796393272,0.444308882695949,-0.0768860366831433,0.377241719834542,0.0108850844483507,0.900660377681812,0.755710505800783,4.96228613199636e-26
"MMT00012404","MMT00012404","Kcnk7",16530,"black",-0.159418514129388,0.0657830780451006,-0.184985884995428,0.0323702544077267,-0.310896638855709,0.000255974678748685,-0.271297488241744,0.0015204122468806,-0.186541021356532,0.0309186226796208,0.763738601300712,7.31444604838969e-27,0.125606726294564,0.148144999775844,-0.181169502512417,0.0361790673837682,-0.309066011871722,0.000279541499815791,0.292616976852678,0.000601434339402123,-0.051792593259336,0.552294888514278,0.32288607421135,0.000141749190735066,0.120627025417849,0.165029897400368,-0.126370381249773,0.145675412348066,-0.0332158623640664,0.703200044295424,0.0393172705374272,0.651960120302785,0.0467728011809548,0.59150548451553,-0.0359680296141867,0.679904925331234,-0.0474418548417295,0.586206998437148,0.394359274957436,2.41961675972129e-06
"MMT00037790","MMT00037790","Sdad1",231452,"black",-0.158756879272768,0.0669269581580356,-0.153578003230964,0.0764502723951744,-0.200639366174271,0.0200987801559323,-0.242866349439463,0.00469123713480695,-0.0754614190999518,0.386171211258336,0.57201998224487,5.21401594946622e-13,0.328030919923512,0.000109156120325906,-0.384867633806115,4.39947222909538e-06,-0.256702680610648,0.00275302867168619,0.202343839795382,0.0190442936291395,-0.196922312494546,0.0225743229145401,0.474778240758935,6.79850047327593e-09,-0.111732895035831,0.198682903266419,0.219594895555802,0.0107915573543439,-0.195490576483171,0.0235954525789741,-0.0231031883536325,0.791033672049577,-0.133940057592029,0.122854250734908,-0.0226578918139828,0.794971629575157,-0.0813638521923339,0.350004037253981,0.511893634512588,2.59005940116093e-10
"MMT00010952","MMT00010952",NA,NA,"black",-0.158720880700551,0.0669896564362454,-0.171566430189098,0.0474634397291118,-0.144008779334409,0.0969005133047219,-0.166481429845697,0.054537084618802,-0.0719426145336799,0.408767260832395,0.646468437872446,3.27088156746209e-17,0.126073711909324,0.146631085487101,-0.31386415172107,0.000221649656637801,-0.503744370733936,5.49035519763879e-10,0.142540158733937,0.100390443845049,0.0238188710663573,0.784715641018817,0.373762871493175,8.6513740297129e-06,-0.049412411344305,0.570729291235894,0.118150252793563,0.173943222159609,0.115032020416688,0.185664259388167,-0.131518803880627,0.129831987255084,-0.0803432293785248,0.356101109188191,-0.0763751879920363,0.38042914072295,0.119830910012373,0.16785706504071,0.295168396636685,0.00053561471930103
"MMT00053504","MMT00053504","1810007P19Rik",230751,"black",-0.157291801721257,0.069517535263684,-0.236487392032171,0.00594086297049542,-0.247832460114041,0.00388719467968396,-0.234934339416757,0.00628678300162736,-0.0747325828264888,0.390788463648048,0.786208690630608,2.23965343130204e-29,0.26730963718925,0.00179404525926866,-0.455553761029609,3.18842592536299e-08,-0.562755182295505,1.47369069063285e-12,0.208048772463546,0.0158551570262494,-0.0991752771215385,0.254246930727645,0.552341130852556,4.56240784542464e-12,-0.0888167540967573,0.307484503873065,0.0173279739340578,0.842480604769575,0.0276666492093668,0.750997061092922,-0.121998277079472,0.160243629706638,-0.119641590486156,0.16853463807419,0.0289405036239777,0.739933430635619,-0.0789213265283515,0.364704984804986,0.489212735706533,1.99784582460805e-09
"MMT00026547","MMT00026547","BC037594",329872,"black",-0.156056905293961,0.0717637958166263,-0.152282123144036,0.0789966498399517,-0.14557442585274,0.0932863819085522,-0.216193121758023,0.0121102561709978,-0.0475647687719488,0.585235968264131,0.652293711944069,1.3674173864727e-17,0.136622080074864,0.115466973376015,-0.273568254838149,0.00138214635727661,-0.424311491526944,3.23415664099114e-07,0.14587719784855,0.0925999627214642,0.0223168613901503,0.797991016667495,0.343485245025435,4.84025105937154e-05,0.135881032016203,0.117472681509399,-0.052017347782291,0.550569220001678,0.0718373616268527,0.409454910569663,-0.192687296614019,0.0257098883660271,-0.111504513063408,0.199607937437871,-0.0344049967812072,0.693099514605118,0.0413729420538384,0.635041554023757,0.264852872981662,0.00198416317738857
"MMT00011219","MMT00011219","Rps6ka4",56613,"black",-0.155213423268886,0.0733315996225936,-0.191709671370143,0.0264844320824749,-0.217688906822224,0.0115139580124962,-0.265511728923451,0.00193146069667626,-0.00794423336332631,0.927412312775768,0.828688690865863,4.48824425475763e-35,0.465329551658762,1.47046222740289e-08,-0.554790892716573,3.50969226191577e-12,-0.458735739373904,2.4849855847946e-08,0.352011945647279,3.03322647699932e-05,-0.217561490300479,0.0115637296313266,0.698593138935086,6.35732374859184e-21,-0.131407176106063,0.130160870044806,0.0225853365893976,0.795613760492687,-0.248080076007176,0.00385055562775561,-0.0906904750306332,0.297350454288567,-0.247692859304274,0.00390798875024394,-0.0342028458360771,0.694812847466687,-0.000679264819970209,0.993785026397196,0.75277699966286,9.80720486610301e-26
"MMT00007789","MMT00007789",NA,NA,"black",-0.154259279214805,0.0751383580639863,-0.14844906453517,0.0869296538192571,-0.214600660943177,0.0127746650613223,-0.255499788484738,0.00288689196398272,-0.0103218690311388,0.90577606769821,0.821495692231897,5.26925735285208e-34,0.518793944684782,1.34962036949637e-10,-0.570831504749528,5.96822724646369e-13,-0.4300249967863,2.15386832018059e-07,0.354486024135191,2.6418762293257e-05,-0.248073383215826,0.00385154184940503,0.735916903094458,4.12182084542538e-24,-0.1537830284482,0.076053532993316,-0.07668303978533,0.378506357443612,-0.324323993528116,0.000131828647939538,-0.0726919292052506,0.403891431498227,-0.289611398957615,0.000688479649496539,0.0255318875805048,0.769650734052672,-0.0385765535992421,0.658100617293125,0.790021660159139,7.82392383837941e-30
"MMT00075993","MMT00075993","Mylc2pl",59310,"black",-0.154200530172902,0.0752507686986607,-0.133336208793277,0.124566745398051,-0.137940331625861,0.111964928003787,-0.233309091247111,0.00666786652371174,-0.00719899087419532,0.934205638127197,0.736688906496171,3.49522271131724e-24,0.0902794038129514,0.299554615957891,-0.49882721464003,8.55784306509085e-10,-0.693804270516152,1.50343059844967e-20,0.0628050223605826,0.470957726209586,-0.0146943760150517,0.866177994297294,0.497407008551559,9.71567641833762e-10,0.102322769463286,0.239408898824341,0.0583074744959663,0.503365323999388,0.301811827642242,0.000394094818290251,-0.165439537304145,0.0560888076180649,-0.11786279035428,0.175000324357014,0.0427935264520373,0.623458321335035,0.0217196119179882,0.80328607331987,0.276369323525387,0.00122741656691856
"MMT00033204","MMT00033204","Gdf5",14563,"black",-0.152357052956603,0.0788475798685366,-0.197601915845989,0.0221030637920327,-0.272217823579599,0.00146292266392744,-0.240205620103151,0.00518062902689639,-0.120161291320654,0.166679480299402,0.876383840137479,1.0312413321242e-43,0.476716150131608,5.78673130892708e-09,-0.553119969597644,4.19831483510782e-12,-0.515141982736016,1.90910368564728e-10,0.227819638386187,0.00811123600029152,-0.179939641199209,0.0374842449262357,0.659244382673113,4.70963212294409e-18,-0.161985615603736,0.0614947807511928,0.0766262489893253,0.378860616229911,-0.200277294454449,0.0203291539214783,-0.125179551506883,0.149540162532799,-0.307379294567199,0.000303019379247006,-0.032267101517619,0.711296248067834,0.00997342736584264,0.908942916052303,0.625912062358254,6.13891030629983e-16
"MMT00013326","MMT00013326","Tnfsf8",21949,"black",-0.149850890845824,0.0839577137616767,-0.119245127313054,0.169960147357426,-0.189644401405064,0.0281863980553959,-0.262217225405257,0.00220829395488342,-0.00572348759761908,0.947669234011077,0.849663534354684,1.67768561226317e-38,0.395122730133033,2.30414167994846e-06,-0.455360511024229,3.23679575240856e-08,-0.430518390140448,2.0788392240115e-07,0.238612736644798,0.00549497484728137,-0.165770995996435,0.0555912616565614,0.518219477955045,1.42568281698156e-10,0.121287966566178,0.162709808849063,0.0725093519116875,0.405076288883411,-0.166595974642023,0.0543686705772633,-0.102861740750587,0.236929883607017,-0.231075119793107,0.00722514838890025,-0.0105794309373675,0.903436138376386,-0.0545392027390921,0.531388248158252,0.555265037239838,3.33512293643947e-12
"MMT00037620","MMT00037620",NA,NA,"black",-0.147379877056551,0.0892523388923914,-0.252166005952226,0.00328913118641669,-0.288052769684298,0.00073804359321898,-0.325273782489926,0.000125634710557327,-0.0937930212196366,0.281060923741677,0.651951515513874,1.4400573661938e-17,0.541206560259082,1.46390949501813e-11,-0.4316011221208,1.92284499090767e-07,-0.229745995541072,0.00757597453749015,0.196730444232739,0.0227089233062085,-0.282319717550269,0.000949876027931783,0.623339734049308,8.72677969357793e-16,-0.0486789598744597,0.576467661885442,-0.150883095057376,0.0818218114746717,-0.401671788838325,1.5071037624309e-06,-0.127695709658964,0.141463569513803,-0.261558055947629,0.00226782129840678,-0.0491842734932395,0.572511309843433,-0.145748055547784,0.0928922513524843,0.611322760622814,4.32728236104106e-15
"MMT00052576","MMT00052576","Syt13",80976,"black",-0.14584317325386,0.0926768998909334,-0.194516592223663,0.0243125380271768,-0.265467382358207,0.00193496772837118,-0.27294882704163,0.00141867882791582,-0.118482292335104,0.172728071679466,0.669906018726044,8.6831574618303e-19,0.0653324842168052,0.453257924982054,-0.0975685016368328,0.262060629900106,-0.279440034629465,0.00107608785688324,0.205900208132087,0.0169971086388969,-0.0251228856158905,0.773240080662808,0.156056864923565,0.0717638701993626,0.264364644655058,0.00202405502800203,0.270633791804802,0.00156313917665281,0.0308914309470012,0.723092648546301,-0.193550073538161,0.0250425054306533,0.0838353018396086,0.335513121895415,0.00561018706390409,0.948703732581532,-0.0798007742866689,0.359368443764128,0.229090777339069,0.00775441341375974
"MMT00080701","MMT00080701",NA,NA,"black",-0.144103178861798,0.0966795115015667,-0.23975168258245,0.00526853210254046,-0.215596478860955,0.0123555549463283,-0.259657142552662,0.00244771315426229,-0.034128157558525,0.695446259542703,0.750605753825931,1.61390317792843e-25,0.592675967564002,4.55690990836463e-14,-0.512237890409395,2.50804673414609e-10,-0.313634762138253,0.000224142363865798,0.232301326582207,0.00691434927925235,-0.275207001211385,0.00128959447010034,0.659294810486565,4.67287127935871e-18,-0.121398970531196,0.162322551211783,0.00572306766124026,0.947673068110055,-0.384827627668635,4.41040011856663e-06,-0.091006812194278,0.295661571959781,-0.382654004369212,5.04433396525165e-06,-0.0162414376288357,0.85224155410792,0.062701109425619,0.471693407614652,0.674504497707515,4.09742729107327e-19
"MMT00005215","MMT00005215","A630026F04",331524,"black",-0.142651638274465,0.100122104805296,-0.19752456181772,0.0221562734191773,-0.240507325531751,0.00512293212115358,-0.29473761310871,0.000546240326116347,-0.114917700509543,0.186104683168874,0.834696478309545,5.24517850222158e-36,0.275421839437618,0.00127788964241527,-0.387000159133579,3.85269000123238e-06,-0.502400911662932,6.20256316456596e-10,0.265295597656244,0.00194860749752221,-0.00041437856078148,0.996208595078631,0.479657260122946,4.5226414021313e-09,0.111099350866952,0.201256644553195,0.235326941055789,0.00619768469402011,-0.0473491968971262,0.586939491798811,-0.0847969431248081,0.329979444822072,-0.136845493890251,0.11486753712779,0.0108031863877751,0.901404010076491,0.134786632525802,0.120484074089664,0.471327776327444,9.035270241228e-09
"MMT00078835","MMT00078835",NA,NA,"black",-0.138729145185644,0.109909328935728,-0.191514401739617,0.0266415032104021,-0.3040977960808,0.000354007688799038,-0.362697473463057,1.65650034652201e-05,-0.0785008688327617,0.36727355152407,0.872175171862862,8.14113943694482e-43,0.407610116934893,1.01751609891883e-06,-0.464418046989793,1.58212711130887e-08,-0.4482548095312,5.59445814087038e-08,0.240973848752438,0.00503484593425795,-0.132899021250114,0.125818038014398,0.568187940834644,8.0447758179407e-13,0.119088556204621,0.170525563235602,0.0578496137061421,0.506728553618864,-0.182342681101352,0.0349699432063872,-0.183694725743278,0.0336189506557427,-0.242557877562478,0.00474577171304475,0.0346275155709052,0.691215346528619,0.00343224662791947,0.968604156465131,0.542573881970151,1.27155766549398e-11
"MMT00013477","MMT00013477",NA,240921,"black",-0.137647481524935,0.11273566308881,-0.130621003461008,0.132495257920652,-0.186299785953096,0.031140114995027,-0.233328492209086,0.00666319897715721,-0.0814072048689538,0.349746512027264,0.73312964610149,7.4400309481867e-24,0.367862451740859,1.22688300896664e-05,-0.452078581974029,4.17396662868514e-08,-0.461870009249767,1.93914230399662e-08,0.11620478110867,0.18119006186216,-0.112248855797099,0.196604480197508,0.511172504321261,2.77033004305042e-10,0.0259852363902961,0.765677902113334,0.0773686189893859,0.374245665010947,-0.0956713953235583,0.271495358491034,-0.167364225883801,0.0532501722882872,-0.287522500147407,0.000755639158034941,-0.0147067530250971,0.866066328778585,0.103536159490531,0.23385321190112,0.415232807614746,6.07686575679381e-07
"MMT00058057","MMT00058057","Dsg1a",13510,"black",-0.137548430561515,0.112997283100752,-0.123733640147303,0.154336124631018,-0.146844141805271,0.0904346034429121,-0.116820507524402,0.178872923604984,-0.0562620243613652,0.518480048542631,0.689229042691063,3.36873546745511e-20,-0.00246467456162164,0.977452056772332,-0.214347702726235,0.012883088428941,-0.455036215114705,3.31955093328257e-08,0.177576055049924,0.0401039273528264,0.0381598758432617,0.661564930849565,0.277645985815715,0.00116228544687832,0.1455878964368,0.0932557569829943,0.102964171687984,0.236460784987925,0.205348213313011,0.017301765101357,-0.150308850687173,0.0830046312183271,0.0204261607293663,0.814783812086971,-0.0248630822814569,0.775522577900336,0.0263657416079492,0.762348112362932,0.244613162664844,0.00439286640938612
"MMT00072271","MMT00072271",NA,381535,"black",-0.13436016923786,0.121673592451036,-0.131355358264562,0.130313755158166,-0.188939645648593,0.0287881113137376,-0.188050843316865,0.0295625204897031,-0.0981311540436308,0.25930601935361,0.708483591910778,1.01721636652664e-21,0.249010430374596,0.00371564945264596,-0.259809176739049,0.00243286433342553,-0.286311952821651,0.000797260110245311,0.157151383741434,0.069770041842922,-0.0542407310729308,0.533640797650001,0.337176216966246,6.78122505187754e-05,0.148766767023218,0.0862488571440252,0.121473315353406,0.162063570409056,-0.0963012240388668,0.268337911771868,-0.193932528937865,0.024751441835234,-0.146495130454609,0.0912114815080556,0.0863084832510553,0.321400232467216,-0.058636423916632,0.50095623098504,0.318448325111505,0.000176922339211568
